City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,businga,3.33,20.88,73.89,87,56,1.63,CD,1590447826
286,adrar,20.5,-10.07,85.68,18,0,7.0,MR,1590447826
287,huangnihe,43.56,128.02,51.46,70,2,8.25,CN,1590447827
288,itarema,-2.92,-39.92,77.43,87,0,6.98,BR,1590447827
289,broome,42.25,-75.83,79.0,60,1,5.82,US,1590447827
290,awjilah,29.11,21.29,71.74,40,0,10.09,LY,1590447784
291,bud,39.45,-86.18,84.2,58,1,9.17,US,1590447827
292,ramotswa,-24.87,25.87,55.4,43,0,5.82,BW,1590447827
293,pisco,-13.7,-76.22,64.4,82,90,6.93,PE,1590447827
294,dhamtari,20.71,81.55,86.05,37,3,10.04,IN,1590447827
295,talara,-4.58,-81.27,68.86,84,52,11.65,PE,1590447669
296,grindavik,63.84,-22.43,42.8,93,75,10.29,IS,1590447828
297,ziyang,29.25,117.85,66.63,95,100,1.36,CN,1590447828
298,loa janan,-0.58,117.09,76.82,92,75,1.54,ID,1590447828
299,castro,-24.79,-50.01,49.59,68,0,10.6,BR,1590447828
300,nahariyya,33.01,35.09,66.11,69,0,2.8,IL,1590447828
301,filingue,14.35,3.32,95.11,25,82,10.8,NE,1590447828
302,nioro,13.35,-15.75,74.95,68,1,7.65,GM,1590447828
303,navirai,-23.07,-54.19,55.65,63,0,3.96,BR,1590447641
304,usinsk,65.99,57.53,38.7,73,12,13.27,RU,1590447828
305,hami,42.8,93.45,64.02,40,5,6.58,CN,1590447829
306,zyryanka,65.75,150.85,51.06,43,100,11.97,RU,1590447829
307,hambantota,6.12,81.12,81.7,79,99,12.57,LK,1590447829
308,kalianget,-7.05,113.93,81.72,77,76,3.96,ID,1590447532
309,cockburn town,21.46,-71.14,81.16,86,76,14.14,TC,1590447609
310,isangel,-19.55,169.27,78.8,74,20,11.72,VU,1590447829
311,kushmurun,52.45,64.63,57.43,60,4,17.18,KZ,1590447829
312,tiarei,-17.53,-149.33,82.4,78,75,5.82,PF,1590447829
313,tuatapere,-46.13,167.68,50.52,81,94,2.62,NZ,1590447830
314,opuwo,-18.06,13.84,53.94,69,1,2.17,NA,1590447618
315,yellowknife,62.46,-114.35,46.4,49,20,10.29,CA,1590447830
316,peterhead,57.51,-1.8,57.2,62,100,8.05,GB,1590447830
317,ola,59.58,151.28,41.54,74,83,5.57,RU,1590447830
318,okato,-39.2,173.88,55.0,76,88,15.01,NZ,1590447831
319,zverinogolovskoye,54.46,64.85,51.24,73,1,9.1,RU,1590447831
320,punta de piedra,7.62,-71.49,78.03,88,48,2.15,VE,1590447831
321,grand-lahou,5.14,-5.02,77.5,90,100,1.57,CI,1590447831
322,lompoc,34.64,-120.46,77.0,60,1,13.87,US,1590447832
323,schubelbach,47.17,8.93,52.0,74,6,1.99,CH,1590447832
324,talnakh,69.49,88.4,33.8,74,40,6.71,RU,1590447832
325,borba,-4.39,-59.59,75.92,93,39,1.45,BR,1590447832
326,puerto leguizamo,-0.19,-74.78,74.66,97,45,2.39,CO,1590447832
327,kingsville,27.52,-97.86,80.6,74,40,11.41,US,1590447832
328,taoudenni,22.68,-3.98,90.93,18,6,6.96,ML,1590447832
329,bubaque,11.28,-15.83,78.85,82,0,16.67,GW,1590447832
330,acajutla,13.59,-89.83,91.4,49,20,3.36,SV,1590447832
331,cuiluan,47.72,128.65,49.01,90,100,4.27,CN,1590447833
332,batagay-alyta,67.8,130.41,51.8,76,65,3.02,RU,1590447833
333,kamaishi,39.27,141.88,63.55,65,100,2.48,JP,1590447833
334,cape coast,5.11,-1.25,77.86,87,100,1.21,GH,1590447580
335,nikki,9.94,3.21,76.8,80,99,6.24,BJ,1590447833
336,shafranovo,53.97,54.77,45.23,90,0,4.41,RU,1590447833
337,poshtove,44.83,33.95,48.85,78,89,2.01,UA,1590447833
338,mabaruma,8.2,-59.78,78.01,85,88,4.76,GY,1590447833
339,portland,45.52,-122.68,68.0,72,75,3.36,US,1590447827
340,panama city,8.99,-79.52,84.99,79,40,4.7,PA,1590447834
341,zhicheng,30.3,111.5,66.0,96,91,2.77,CN,1590447834
342,ahuimanu,21.44,-157.84,82.4,58,40,9.17,US,1590447834
343,port macquarie,-31.43,152.92,64.0,80,78,3.0,AU,1590447834
344,galesong,-5.32,119.37,77.0,100,20,1.12,ID,1590447834
345,forbes,-33.38,148.02,50.18,75,22,3.29,AU,1590447835
346,labuan,5.28,115.24,78.8,100,75,5.79,MY,1590447641
347,parakan,-6.42,106.01,75.67,93,100,1.43,ID,1590447835
348,tecoanapa,16.52,-98.75,84.25,62,0,13.2,MX,1590447835
349,cidreira,-30.18,-50.21,60.35,67,53,21.32,BR,1590447806
350,preveza,38.95,20.75,60.8,82,20,6.42,GR,1590447835
351,the valley,18.22,-63.06,82.99,76,90,8.99,AI,1590447563
352,ancud,-41.87,-73.82,54.0,81,88,11.41,CL,1590447835
353,caloundra,-26.8,153.13,66.99,54,0,3.0,AU,1590447835
354,cotonou,6.37,2.42,77.0,88,40,4.03,BJ,1590447836
355,port hedland,-20.32,118.57,60.8,93,1,9.17,AU,1590447836
356,athens,37.98,23.72,64.0,87,75,8.57,GR,1590447716
357,reshetylivka,49.56,34.08,52.14,92,100,7.9,UA,1590447837
358,bueu,42.32,-8.79,62.6,72,0,6.93,ES,1590447837
359,pala,9.36,14.9,77.92,78,99,5.08,TD,1590447837
360,dracena,-21.48,-51.53,57.02,67,0,5.61,BR,1590447837
361,pacific grove,36.62,-121.92,82.4,47,1,5.82,US,1590447751
362,belyy yar,53.6,91.39,64.4,63,68,6.71,RU,1590447838
363,tual,-5.67,132.75,81.34,80,65,17.27,ID,1590447838
364,diplo,24.47,69.58,78.58,86,1,14.67,PK,1590447838
365,sitka,57.05,-135.33,50.0,76,75,11.41,US,1590447838
366,teahupoo,-17.83,-149.27,82.4,78,75,5.82,PF,1590447838
367,el fuerte,26.42,-108.62,92.16,29,15,17.54,MX,1590447838
368,voh,-20.97,164.7,75.24,52,39,4.36,NC,1590447839
369,rio claro,-22.41,-47.56,57.2,62,0,9.17,BR,1590447697
370,coahuayana,18.73,-103.68,80.6,51,20,11.41,MX,1590447840
371,tzucacab,20.07,-89.05,96.73,42,54,6.46,MX,1590447840
372,payo,-3.75,103.64,73.31,93,100,1.61,ID,1590447840
373,norwich,52.63,1.3,57.2,71,49,8.05,GB,1590447798
374,paramonga,-10.67,-77.83,66.24,82,24,3.91,PE,1590447840
375,inhambane,-23.86,35.38,68.31,78,0,11.54,MZ,1590447840
376,sur,22.57,59.53,85.05,64,0,6.04,OM,1590447840
377,bhanjanagar,19.93,84.58,81.1,80,61,2.64,IN,1590447841
378,visby,57.64,18.3,46.0,100,0,3.36,SE,1590447841
379,ulaanbaatar,47.91,106.88,41.0,65,68,4.12,MN,1590447665
380,cherskiy,68.75,161.3,45.66,52,0,6.31,RU,1590447841
381,lososina,49.0,140.31,49.21,73,100,5.12,RU,1590447841
382,vostok,46.49,135.88,54.55,73,81,1.19,RU,1590447841
383,kizilskoye,52.73,58.89,50.14,70,0,8.1,RU,1590447841
384,hailey,43.52,-114.32,66.2,37,20,6.93,US,1590447842
385,templin,53.12,13.5,48.99,78,7,4.07,DE,1590447843
386,derby,52.92,-1.48,55.99,58,47,9.17,GB,1590447779
387,mitu,1.2,-70.17,74.79,96,99,2.35,CO,1590447843
388,cabo san lucas,22.89,-109.91,88.0,26,5,11.41,MX,1590447604
389,dingle,11.0,122.67,82.87,75,9,3.15,PH,1590447844
390,coffs harbour,-30.3,153.13,66.2,59,40,14.99,AU,1590447844
391,valdemarpils,57.37,22.59,50.0,93,13,8.05,LV,1590447844
392,berezovyy,51.67,135.7,62.11,31,48,0.87,RU,1590447845
393,palu,-0.89,119.87,79.7,71,91,2.28,ID,1590447695
394,shakawe,-18.37,21.85,59.18,42,0,3.47,BW,1590447725
395,usevya,-7.1,31.23,64.47,70,0,1.07,TZ,1590447845
396,vagur,61.47,-6.81,48.34,85,0,25.1,FO,1590447845
397,tripoli,32.88,13.19,68.9,68,0,10.98,LY,1590447838
398,pochutla,15.74,-96.47,91.4,52,5,11.41,MX,1590447845
399,les cayes,18.2,-73.75,80.44,76,98,6.87,HT,1590447845
400,goderich,43.75,-81.72,82.0,73,26,8.63,CA,1590447845
401,valreas,44.38,4.99,68.0,52,59,23.04,FR,1590447846
402,sydney,-33.87,151.21,57.99,93,75,18.34,AU,1590447645
403,sorland,67.67,12.69,45.43,88,74,24.52,NO,1590447846
404,kristiansund,63.11,7.73,48.2,76,97,6.93,NO,1590447846
405,ushtobe,45.25,77.98,69.64,31,0,17.78,KZ,1590447846
406,salalah,17.02,54.09,86.0,84,75,5.82,OM,1590447846
407,ponta delgada,37.73,-25.67,64.4,82,20,12.75,PT,1590447846
408,nacala,-14.54,40.67,72.52,84,1,3.2,MZ,1590447847
409,qaqortoq,60.72,-46.03,42.8,60,71,16.11,GL,1590447594
410,beringovskiy,63.05,179.32,33.66,91,99,8.84,RU,1590447847
411,marataizes,-21.04,-40.82,72.73,89,91,3.04,BR,1590447847
412,bronnoysund,65.46,12.2,46.4,75,65,6.93,NO,1590447847
413,turbat,26.0,63.04,79.93,80,0,1.68,PK,1590447692
414,muromtsevo,56.37,75.24,68.72,64,11,11.7,RU,1590447847
415,imbituba,-28.24,-48.67,69.8,37,5,12.75,BR,1590447626
416,suar,29.03,79.05,86.94,16,0,5.84,IN,1590447848
417,san quintin,30.48,-115.95,70.39,64,20,13.65,MX,1590447848
418,lisburn,54.52,-6.04,59.0,72,91,9.17,GB,1590447848
419,biak,-0.91,122.88,77.74,87,100,2.91,ID,1590447848
420,anadyr,64.75,177.48,44.6,56,88,6.71,RU,1590447848
421,krasnyy oktyabr,56.12,38.88,44.17,93,17,2.91,RU,1590447848
422,lubawa,53.5,19.75,48.0,90,75,4.0,PL,1590447848
423,lazaro cardenas,17.96,-102.2,81.19,62,1,9.37,MX,1590447848
424,henties bay,-22.12,14.28,54.0,87,0,16.2,NA,1590447849
425,clifton,40.86,-74.16,73.0,60,1,6.93,US,1590447734
426,bucerias,20.75,-105.33,80.6,65,40,12.75,MX,1590447660
427,karlstad,59.38,13.5,50.0,93,1,3.36,SE,1590447849
428,maihar,24.27,80.75,87.75,20,100,8.97,IN,1590447849
429,iquique,-20.22,-70.14,64.4,68,25,8.05,CL,1590447849
430,korla,41.76,86.15,64.49,42,21,4.74,CN,1590447558
431,fortuna,40.6,-124.16,63.0,82,20,18.34,US,1590447849
432,san pedro,14.35,121.02,84.2,74,40,2.24,PH,1590447849
433,airai,-8.93,125.41,63.36,100,78,1.48,TL,1590447849
434,zaria,11.11,7.72,79.72,61,63,6.6,NG,1590447850
435,ambulu,-8.35,113.61,77.38,84,86,2.51,ID,1590447850
436,norman wells,65.28,-126.83,64.4,39,75,11.41,CA,1590447850
437,mogadishu,2.04,45.34,80.71,85,5,12.55,SO,1590447850
438,viedma,-40.81,-63.0,50.11,74,7,4.81,AR,1590447850
439,mitsamiouli,-11.38,43.28,78.91,73,0,9.31,KM,1590447850
440,upata,8.01,-62.4,88.0,63,94,5.99,VE,1590447852
441,husavik,66.04,-17.34,46.4,70,75,21.92,IS,1590447852
442,asyut,27.18,31.18,71.6,37,0,11.41,EG,1590447552
443,mwinilunga,-11.74,24.43,58.73,65,10,1.5,ZM,1590447852
444,acari,-15.43,-74.62,70.63,56,0,2.95,PE,1590447852
445,lumberton,34.62,-79.01,78.8,65,75,5.82,US,1590447852
446,barentu,15.11,37.59,84.13,22,3,7.4,ER,1590447852
447,tongliao,43.61,122.27,58.62,53,14,11.83,CN,1590447587
448,chara,56.91,118.26,62.24,42,74,3.62,RU,1590447853
449,christchurch,-43.53,172.63,53.01,87,12,8.05,NZ,1590447853
450,mayor pablo lagerenza,-19.93,-60.77,64.81,47,0,4.41,PY,1590447853
451,akdepe,42.06,59.38,71.6,49,0,4.7,TM,1590447854
452,ostrovnoy,68.05,39.51,39.92,72,68,2.62,RU,1590447854
453,pahrump,36.21,-115.98,91.99,10,0,4.0,US,1590447595
454,alofi,-19.06,-169.92,80.6,65,40,10.29,NU,1590447855
455,comodoro rivadavia,-45.87,-67.5,50.0,81,28,11.41,AR,1590447650
456,shumskiy,54.83,99.13,61.12,61,94,5.88,RU,1590447855
457,telimele,10.92,-13.33,73.56,89,0,2.68,GN,1590447855
458,dunedin,-45.87,170.5,51.01,73,83,13.0,NZ,1590447606
459,valparaiso,-33.04,-71.63,57.2,100,90,4.7,CL,1590447856
460,cocorit,27.58,-109.97,91.4,22,5,9.17,MX,1590447856
461,paita,-5.09,-81.11,68.85,83,63,12.84,PE,1590447856
462,kabare,-2.47,28.82,60.04,84,33,0.36,CD,1590447856
463,griffith,41.53,-87.42,87.8,61,1,8.5,US,1590447857
464,ludza,56.55,27.72,45.34,93,0,3.09,LV,1590447857
465,karuzi,-3.12,30.13,58.32,92,4,2.24,BI,1590447857
466,polyarnyy,69.2,33.45,39.2,64,87,2.24,RU,1590447857
467,tawau,4.25,117.89,75.2,100,20,3.8,MY,1590447806
468,greenwood,34.17,-82.12,77.0,88,40,3.36,US,1590447857
469,princeton,25.54,-80.41,80.01,88,90,4.7,US,1590447779
470,ballina,-28.87,153.57,62.01,72,17,6.93,AU,1590447857
471,isahaya,32.84,130.04,71.6,83,75,2.24,JP,1590447857
472,mayumba,-3.43,10.66,78.15,90,84,4.68,GA,1590447858
473,cascais,38.7,-9.42,66.0,76,0,11.56,PT,1590447858
474,camapua,-19.53,-54.04,58.78,64,0,4.18,BR,1590447858
475,bontang,0.13,117.5,78.76,90,20,4.41,ID,1590447858
476,tommot,58.96,126.29,64.18,47,0,2.59,RU,1590447858
477,padang,-0.95,100.35,79.88,71,85,3.4,ID,1590447716
478,san vicente,-26.62,-54.13,48.97,84,0,2.59,AR,1590447858
479,vendome,47.8,1.07,60.8,76,13,4.7,FR,1590447858
480,entre rios,-11.94,-38.08,72.41,97,20,4.25,BR,1590447859
481,abonnema,4.71,6.79,77.83,92,100,2.73,NG,1590447859
482,ambalavao,-21.83,46.93,59.25,85,75,2.86,MG,1590447859
483,burgeo,47.62,-57.62,43.77,69,94,7.72,CA,1590447859
484,lata,40.16,-8.33,66.0,85,0,3.6,PT,1590447859
485,yuli,9.7,10.27,76.33,83,98,3.18,NG,1590447859
486,beni suef,29.07,31.1,67.53,45,0,10.51,EG,1590447859
487,guanica,17.97,-66.91,84.0,68,91,3.0,PR,1590447859
488,yako,12.97,-2.27,92.43,35,75,7.11,BF,1590447859
489,laishevo,55.4,49.55,44.6,87,6,6.71,RU,1590447860
490,mareeba,-17.0,145.43,63.0,70,33,1.99,AU,1590447860
491,alta floresta,-9.88,-56.09,72.07,93,52,2.28,BR,1590447622
492,carauari,-4.88,-66.9,78.15,74,49,2.26,BR,1590447625
493,sturgeon bay,44.83,-87.38,73.4,73,1,17.22,US,1590447785
494,berdigestyakh,62.1,126.7,66.34,37,54,5.53,RU,1590447860
495,athabasca,54.72,-113.29,67.19,50,100,0.67,CA,1590447860
496,homa bay,-0.53,34.46,65.93,83,0,5.53,KE,1590447860
497,constitucion,-35.33,-72.42,64.02,44,9,7.18,CL,1590447861
498,kedougou,12.56,-12.17,87.3,17,0,1.81,SN,1590447861
499,zhigalovo,54.81,105.16,58.41,69,18,3.89,RU,1590447861
500,salvador,13.83,-88.92,89.6,62,20,9.17,SV,1590447861
501,binabalian,16.42,119.93,85.03,72,39,5.77,PH,1590447861
502,necochea,-38.55,-58.74,54.0,85,99,13.0,AR,1590447861
503,ilulissat,69.22,-51.1,28.4,79,62,4.7,GL,1590447861
504,bemidji,47.47,-94.88,78.01,56,1,8.05,US,1590447861
505,comal,29.82,-98.3,75.0,82,70,8.32,US,1590447862
506,catuday,16.29,119.81,83.26,74,98,4.88,PH,1590447862
507,lingig,8.04,126.41,81.18,78,92,4.61,PH,1590447862
508,araouane,18.9,-3.53,87.28,13,0,7.74,ML,1590447862
509,los llanos de aridane,28.66,-17.92,75.0,88,6,12.75,ES,1590447862
510,hoopstad,-27.83,25.91,49.91,50,47,11.5,ZA,1590447862
511,salinas,36.68,-121.66,82.4,41,1,14.99,US,1590447863
512,tazovskiy,67.47,78.7,34.0,90,22,9.44,RU,1590447863
513,toucheng,24.86,121.82,82.4,78,40,2.24,TW,1590447863
514,koulamoutou,-1.13,12.47,73.62,95,99,2.3,GA,1590447863
515,abu samrah,35.3,37.18,62.87,57,0,2.59,SY,1590447601
516,cooma,-36.23,149.13,42.8,100,87,11.41,AU,1590447863
517,astana,51.18,71.45,75.99,68,0,4.47,KZ,1590447863
518,rocha,-34.48,-54.33,55.04,71,62,20.74,UY,1590447664
519,sistranda,63.73,8.83,48.2,87,79,3.36,NO,1590447864
520,areia branca,-4.96,-37.14,79.86,82,1,9.4,BR,1590447765
521,coquimbo,-29.95,-71.34,57.2,87,75,6.93,CL,1590447864
522,neiafu,-18.65,-173.98,80.6,65,20,6.93,TO,1590447864
523,ramgarh,23.63,85.52,84.2,74,40,4.7,IN,1590447864
524,pangkalanbuun,-2.68,111.62,76.35,95,44,1.77,ID,1590447837
525,casablanca,33.59,-7.62,75.0,94,0,4.7,MA,1590447617
526,alice springs,-23.7,133.88,55.4,50,90,5.82,AU,1590447574
527,cangucu,-31.39,-52.68,59.0,74,89,13.0,BR,1590447610
528,kankan,10.39,-9.31,80.8,67,31,4.99,GN,1590447865
529,waingapu,-9.66,120.26,79.25,82,89,2.86,ID,1590447865
530,valley station,38.11,-85.87,77.0,83,90,11.41,US,1590447865
531,outjo,-20.12,16.15,51.64,56,35,6.06,NA,1590447865
532,pekalongan,-6.89,109.68,79.92,76,98,3.69,ID,1590447865
533,camopi,3.17,-52.32,75.47,96,96,2.8,GF,1590447865
534,cochrane,51.18,-114.47,63.0,39,90,8.05,CA,1590447681
535,aswan,24.09,32.91,75.36,19,0,13.09,EG,1590447866
536,jalu,29.03,21.55,72.73,37,0,10.96,LY,1590447615
537,sulangan,11.14,123.72,83.68,79,23,7.0,PH,1590447866
538,saint simons,31.14,-81.39,78.8,83,75,13.87,US,1590447866
539,davila,18.47,120.58,77.0,94,75,4.7,PH,1590447866
540,bengbu,32.94,117.36,67.95,74,100,4.27,CN,1590447866
541,rio grande,-32.03,-52.1,57.99,78,88,15.99,BR,1590447866
542,yumen,40.28,97.2,52.07,64,96,21.25,CN,1590447867
543,singaraja,-8.11,115.09,80.98,75,100,2.73,ID,1590447867
544,saint george,37.1,-113.58,86.0,12,1,9.17,US,1590447867
545,pimentel,-6.84,-79.93,67.93,84,41,10.8,PE,1590447867
546,presidencia roque saenz pena,-26.79,-60.44,56.64,65,0,5.84,AR,1590447867
547,tobol,52.68,62.58,53.74,67,0,12.44,KZ,1590447868
548,kyren,51.68,102.14,57.83,53,75,0.94,RU,1590447868
549,marquard,-28.66,27.43,43.95,57,55,7.94,ZA,1590447868
550,praia da vitoria,38.73,-27.07,64.4,88,20,9.24,PT,1590447868
551,pemba,-12.97,40.52,76.69,77,2,6.46,MZ,1590447868
552,bembereke,10.23,2.66,77.16,79,100,6.73,BJ,1590447868
553,baherden,38.44,57.43,77.0,37,0,4.9,TM,1590447868
554,port-cartier,50.03,-66.87,59.0,47,75,9.17,CA,1590447868
555,waw,7.7,28.0,76.15,73,100,1.39,SS,1590447868
556,camacha,33.08,-16.33,64.4,82,20,5.82,PT,1590447869
557,paamiut,61.99,-49.67,34.34,88,90,10.67,GL,1590447784
558,yatou,37.15,122.38,60.35,84,100,4.65,CN,1590447869
559,neuquen,-38.95,-68.06,60.8,38,0,4.7,AR,1590447869
560,honiara,-9.43,159.95,86.0,74,20,4.7,SB,1590447680
561,maputo,-25.97,32.59,71.01,51,2,8.99,MZ,1590447869
562,oktyabrskiy,54.48,53.47,46.24,84,2,1.74,RU,1590447869
563,utena,55.5,25.6,46.31,93,0,5.5,LT,1590447869
564,cruzilia,-21.84,-44.81,49.59,84,0,5.21,BR,1590447869
565,riyadh,24.69,46.72,86.0,35,0,5.82,SA,1590447677
566,olinda,-8.01,-34.86,80.6,83,20,5.82,BR,1590447631
567,shimoda,34.67,138.95,66.0,84,87,1.99,JP,1590447870
568,machali,-34.18,-70.67,71.6,40,0,4.7,CL,1590447870
569,luau,-10.71,22.22,63.93,61,1,2.37,AO,1590447870
570,roma,43.21,-75.46,80.6,57,1,3.36,US,1590447799
571,jacareacanga,-6.22,-57.75,75.7,89,38,2.1,BR,1590447870
572,salinopolis,-0.61,-47.36,79.77,81,3,9.42,BR,1590447870
